Country;Age_group;Sex;COP;n;x;Prevalence;lower;upper;p_value_Age_group;p_value_Sex
SE;Total;Males;PT≥100;238;12;4.1;1.03;8.42;0.66104;
SE;Total;Females;PT≥100;266;14;4.38;1.38;8.49;0.22292;
SE;Total;Total;PT≥100;504;26;4.2;1.94;7.05;0.23312;0.90884
UK;40-49;Males;PT≥100;131;5;2.56;0;8.14;;
UK;40-49;Females;PT≥100;119;8;6.4;1.61;13.57;;
UK;40-49;Total;PT≥100;250;13;4.3;1.24;8.55;;0.30092
UK;50-59;Males;PT≥100;129;7;4.68;0.6;11.03;;
UK;50-59;Females;PT≥100;118;4;2.02;0;7.77;;
UK;50-59;Total;PT≥100;249;11;3.27;0.48;7.28;;0.43902
UK;Total;Males;PT≥100;260;12;3.53;0.72;7.5;0.53786;
UK;Total;Females;PT≥100;237;12;4.13;1.05;8.47;0.24218;
UK;Total;Total;PT≥100;499;24;3.74;1.56;6.53;0.68012;0.79972
AT;40-49;Males;PT≥50;107;14;13.1;7.9;20.9;;
AT;40-49;Females;PT≥50;143;27;18.9;13.3;26.1;;
AT;40-49;Total;PT≥50;250;41;16.4;12.3;21.5;;0.22290732429903537
AT;50-59;Males;PT≥50;114;13;11.4;6.7;18.7;;
AT;50-59;Females;PT≥50;136;9;6.6;3.5;12.2;;
AT;50-59;Total;PT≥50;250;22;8.8;5.9;13;;0.18834258880009336
AT;Total;Males;PT≥50;221;27;12.2;8.5;17.2;0.7032052013184498;
AT;Total;Females;PT≥50;279;36;12.9;9.5;17.4;0.0033808525206909666;
AT;Total;Total;PT≥50;500;63;12.6;10;15.8;0.011596627066842563;0.8184451212873385
BE;40-49;Males;PT≥50;98;16;16.3;10.2;25;;
BE;40-49;Females;PT≥50;154;21;13.6;9.1;20;;
BE;40-49;Total;PT≥50;252;37;14.7;10.8;19.6;;0.5568564770675515
BE;50-59;Males;PT≥50;106;20;18.9;12.5;27.4;;
BE;50-59;Females;PT≥50;146;27;18.5;13;25.6;;
BE;50-59;Total;PT≥50;252;47;18.7;14.3;23.9;;0.9398970693518094
BE;Total;Males;PT≥50;204;36;17.6;13;23.5;0.6345239765482362;
BE;Total;Females;PT≥50;300;48;16;12.3;20.6;0.25297548283624105;
BE;Total;Total;PT≥50;504;84;16.7;13.7;20.2;0.23293512153600096;0.626371125632627
DK;40-49;Males;PT≥50;126;18;14.3;9.2;21.5;;
DK;40-49;Females;PT≥50;123;15;12.2;7.5;19.2;;
DK;40-49;Total;PT≥50;249;33;13.3;9.6;18.1;;0.6269736411353344
DK;50-59;Males;PT≥50;126;27;21.4;15.1;29.4;;
DK;50-59;Females;PT≥50;116;23;19.8;13.5;28.1;;
DK;50-59;Total;PT≥50;242;50;20.7;16;26.2;;0.758656657671448
DK;Total;Males;PT≥50;252;45;17.9;13.6;23.1;0.14105740871091813;
DK;Total;Females;PT≥50;239;38;15.9;11.8;21.1;0.10975881019351659;
DK;Total;Total;PT≥50;491;83;16.9;13.8;20.5;0.029657977354054094;0.563126176146916
FI;40-49;Males;PT≥50;116;10;8.6;4.7;15.3;;
FI;40-49;Females;PT≥50;134;5;3.7;1.6;8.7;;
FI;40-49;Total;PT≥50;250;15;6;3.6;9.7;;0.114237872776457
FI;50-59;Males;PT≥50;114;14;12.3;7.4;19.7;;
FI;50-59;Females;PT≥50;136;7;5.1;2.5;10.4;;
FI;50-59;Total;PT≥50;250;21;8.4;5.5;12.5;;0.0491161668524135
FI;Total;Males;PT≥50;230;24;10.4;7.1;15.1;0.36623418202945657;
FI;Total;Females;PT≥50;270;12;4.4;2.5;7.7;0.5740689188951065;
FI;Total;Total;PT≥50;500;36;7.2;5.2;9.8;0.3013578293643499;0.01204092116214158
FR;40-49;Males;PT≥50;149;24;16.1;11;22.9;;
FR;40-49;Females;PT≥50;150;17;11.3;7.2;17.5;;
FR;40-49;Total;PT≥50;299;41;13.7;10.3;18.1;;0.23225022461919656
FR;50-59;Males;PT≥50;149;38;25.5;19.1;33.1;;
FR;50-59;Females;PT≥50;149;17;11.4;7.2;17.6;;
FR;50-59;Total;PT≥50;298;55;18.5;14.5;23.3;;0.0021747178483128723
FR;Total;Males;PT≥50;298;62;20.8;16.6;25.8;0.047288551894588186;
FR;Total;Females;PT≥50;299;34;11.4;8.2;15.5;0.9834730907013406;
FR;Total;Total;PT≥50;597;96;16.1;13.3;19.2;0.11577015919573962;0.001955244382763188
GR;40-49;Males;PT≥50;0;0;;;;;
GR;40-49;Females;PT≥50;0;0;;;;;
GR;40-49;Total;PT≥50;250;27;10.8;7.5;15.3;;
GR;50-59;Males;PT≥50;0;0;;;;;
GR;50-59;Females;PT≥50;0;0;;;;;
GR;50-59;Total;PT≥50;250;21;8.4;5.5;12.5;;
GR;Total;Males;PT≥50;0;0;;;;;
GR;Total;Females;PT≥50;0;0;;;;;
GR;Total;Total;PT≥50;501;48;9.6;7.3;12.5;0.36351926602720835;
HU;40-49;Males;PT≥50;128;11;8.6;4.8;14.9;;
HU;40-49;Females;PT≥50;132;6;4.5;2.1;9.7;;
HU;40-49;Total;PT≥50;260;17;6.5;4.1;10.3;;0.19380684726378686
HU;50-59;Males;PT≥50;137;14;10.2;6.1;16.5;;
HU;50-59;Females;PT≥50;136;9;6.6;3.5;12.2;;
HU;50-59;Total;PT≥50;273;23;8.4;5.7;12.4;;0.287597439032475
HU;Total;Males;PT≥50;265;25;9.4;6.5;13.6;0.6514225098591011;
HU;Total;Females;PT≥50;268;15;5.6;3.4;9.1;0.4631160487732905;
HU;Total;Total;PT≥50;533;40;7.5;5.6;10.1;0.40981306918282284;0.09622345061577459
IE;40-49;Males;PT≥50;125;20;16;10.6;23.5;;
IE;40-49;Females;PT≥50;125;15;12;7.4;19;;
IE;40-49;Total;PT≥50;250;35;14;10.2;18.9;;0.3635420737909141
IE;50-59;Males;PT≥50;124;21;16.9;11.3;24.6;;
IE;50-59;Females;PT≥50;124;19;15.3;10;22.8;;
IE;50-59;Total;PT≥50;249;40;16.1;12;21.2;;0.7299618058913364
IE;Total;Males;PT≥50;249;41;16.5;12.4;21.6;0.842271356371048;
IE;Total;Females;PT≥50;249;34;13.7;9.9;18.5;0.44617630649327317;
IE;Total;Total;PT≥50;499;75;15;12.2;18.4;0.5191024994483453;0.3810678816423568
LV;40-49;Males;PT≥50;132;12;9.1;5.2;15.3;;
LV;40-49;Females;PT≥50;118;10;8.5;4.6;15;;
LV;40-49;Total;PT≥50;250;22;8.8;5.9;13;;0.8636787676163573
LV;50-59;Males;PT≥50;124;13;10.5;6.2;17.2;;
LV;50-59;Females;PT≥50;126;24;19;13.1;26.8;;
LV;50-59;Total;PT≥50;250;37;14.8;10.9;19.8;;0.05981967280899926
LV;Total;Males;PT≥50;256;25;9.8;6.7;14.1;0.7077134027647305;
LV;Total;Females;PT≥50;244;34;13.9;10.1;18.9;0.020004236850771958;
LV;Total;Total;PT≥50;500;59;11.8;9.3;14.9;0.03952896827231942;0.15054414790670068
LT;40-49;Males;PT≥50;116;16;13.8;8.6;21.3;;
LT;40-49;Females;PT≥50;134;14;10.4;6.3;16.9;;
LT;40-49;Total;PT≥50;250;30;12;8.5;16.6;;0.41825711652414155
LT;50-59;Males;PT≥50;94;21;22.3;15;31.9;;
LT;50-59;Females;PT≥50;156;26;16.7;11.6;23.4;;
LT;50-59;Total;PT≥50;250;47;18.8;14.4;24.1;;0.2675103226071159
LT;Total;Males;PT≥50;210;37;17.6;13;23.4;0.10878418448570024;
LT;Total;Females;PT≥50;290;40;13.8;10.3;18.3;0.12877293055919986;
LT;Total;Total;PT≥50;500;77;15.4;12.5;18.8;0.036510607631302185;0.24308226951575715
NL;40-49;Males;PT≥50;318;52;16.4;12.7;20.8;;
NL;40-49;Females;PT≥50;512;60;11.7;9.2;14.8;;
NL;40-49;Total;PT≥50;830;112;13.5;11.3;16;;0.05852709930119263
NL;50-59;Males;PT≥50;334;53;15.9;12.3;20.2;;
NL;50-59;Females;PT≥50;480;56;11.7;9.1;14.9;;
NL;50-59;Total;PT≥50;814;109;13.4;11.2;15.9;;0.08443466001925762
NL;Total;Males;PT≥50;652;105;16.1;13.5;19.1;0.8665562741308295;
NL;Total;Females;PT≥50;992;116;11.7;9.8;13.8;0.9796473109771946;
NL;Total;Total;PT≥50;1644;221;13.4;11.9;15.2;0.9510420942058795;0.010613039042362493
NO;40-49;Males;PT≥50;0;0;;;;;
NO;40-49;Females;PT≥50;0;0;;;;;
NO;40-49;Total;PT≥50;251;49;19.5;15.1;24.9;;
NO;50-59;Males;PT≥50;0;0;;;;;
NO;50-59;Females;PT≥50;0;0;;;;;
NO;50-59;Total;PT≥50;251;61;24.3;19.4;30;;
NO;Total;Males;PT≥50;0;0;;;;;
NO;Total;Females;PT≥50;0;0;;;;;
NO;Total;Total;PT≥50;502;110;21.9;18.5;25.7;0.1961132090521376;
PT;40-49;Males;PT≥50;125;15;12;7.4;19;;
PT;40-49;Females;PT≥50;125;10;8;4.4;14.2;;
PT;40-49;Total;PT≥50;250;25;10;6.8;14.4;;0.2948299519928316
PT;50-59;Males;PT≥50;125;17;13.6;8.6;20.8;;
PT;50-59;Females;PT≥50;125;10;8;4.4;14.2;;
PT;50-59;Total;PT≥50;250;27;10.8;7.5;15.3;;0.15812273141008626
PT;Total;Males;PT≥50;250;32;12.8;9.2;17.5;0.7051350484124432;
PT;Total;Females;PT≥50;250;20;8;5.2;12.1;0.9999999999999986;
PT;Total;Total;PT≥50;500;52;10.4;8;13.4;0.7695682988109829;0.08124594997313166
RO;40-49;Males;PT≥50;126;15;11.9;7.3;18.8;;
RO;40-49;Females;PT≥50;126;13;10.3;6.1;17;;
RO;40-49;Total;PT≥50;252;28;11.1;7.8;15.6;;0.6887240707218625
RO;50-59;Males;PT≥50;126;18;14.3;9.2;21.5;;
RO;50-59;Females;PT≥50;126;20;15.9;10.5;23.3;;
RO;50-59;Total;PT≥50;252;38;15.1;11.2;20;;0.7248885162012826
RO;Total;Males;PT≥50;252;33;13.1;9.5;17.8;0.5758052390832173;
RO;Total;Females;PT≥50;252;33;13.1;9.5;17.8;0.1941827628677268;
RO;Total;Total;PT≥50;504;66;13.1;10.4;16.3;0.1881994107601156;0.9999999999999997
SK;40-49;Males;PT≥50;125;17;13.6;8.6;20.8;;
SK;40-49;Females;PT≥50;125;16;12.8;8;19.9;;
SK;40-49;Total;PT≥50;250;33;13.2;9.5;18;;0.8518011360573372
SK;50-59;Males;PT≥50;125;11;8.8;4.9;15.2;;
SK;50-59;Females;PT≥50;125;15;12;7.4;19;;
SK;50-59;Total;PT≥50;250;26;10.4;7.2;14.8;;0.4089399458374646
SK;Total;Males;PT≥50;250;28;11.2;7.8;15.7;0.23215810647405757;
SK;Total;Females;PT≥50;250;31;12.4;8.9;17.1;0.8478461799497725;
SK;Total;Total;PT≥50;500;59;11.8;9.3;14.9;0.33287540935348336;0.6776189284000036
SI;40-49;Males;PT≥50;122;12;9.8;5.7;16.5;;
SI;40-49;Females;PT≥50;141;19;13.5;8.8;20.2;;
SI;40-49;Total;PT≥50;263;31;11.8;8.4;16.3;;0.3631599820962697
SI;50-59;Males;PT≥50;117;12;10.3;5.9;17.2;;
SI;50-59;Females;PT≥50;144;11;7.6;4.3;13.3;;
SI;50-59;Total;PT≥50;261;23;8.8;5.9;12.9;;0.4596431484627
SI;Total;Males;PT≥50;239;24;10;6.8;14.5;0.9139364494586667;
SI;Total;Females;PT≥50;285;30;10.5;7.5;14.7;0.1127687864767818;
SI;Total;Total;PT≥50;524;54;10.3;8;13.2;0.26427326076259344;0.855844025583017
SE;40-49;Males;PT≥50;124;21;16.9;11.3;24.6;;
SE;40-49;Females;PT≥50;129;19;14.7;9.6;21.9;;
SE;40-49;Total;PT≥50;253;40;15.8;11.8;20.8;;0.6307797312845403
SE;50-59;Males;PT≥50;114;15;13.2;8.1;20.7;;
SE;50-59;Females;PT≥50;137;10;7.3;4;13;;
SE;50-59;Total;PT≥50;251;25;10;6.8;14.3;;0.12770049173235457
SE;Total;Males;PT≥50;238;36;15.1;11.1;20.3;0.4175497626131658;
SE;Total;Females;PT≥50;266;29;10.9;7.7;15.2;0.056452041758294665;
SE;Total;Total;PT≥50;504;65;12.9;10.2;16.1;0.0518980807597698;0.15945616571721782
UK;40-49;Males;PT≥50;131;11;8.4;4.7;14.5;;
UK;40-49;Females;PT≥50;119;12;10.1;5.8;16.9;;
UK;40-49;Total;PT≥50;250;23;9.2;6.2;13.5;;0.6452646130961651
UK;50-59;Males;PT≥50;129;17;13.2;8.4;20.2;;
UK;50-59;Females;PT≥50;118;7;5.9;2.9;11.9;;
UK;50-59;Total;PT≥50;249;25;10;6.9;14.4;;0.06089692322894168
UK;Total;Males;PT≥50;260;28;10.8;7.5;15.2;0.21716887927034706;
UK;Total;Females;PT≥50;237;19;8;5.2;12.2;0.2443564833092987;
UK;Total;Total;PT≥50;499;48;9.6;7.3;12.5;0.7503620438711017;0.29653934308858493
AT;40-49;Males;TT<0.01;107;0;0;0;3.51;;
AT;40-49;Females;TT<0.01;143;0;0;0;2.63;;
AT;40-49;Total;TT<0.01;250;0;0;0;1.5;;1
AT;50-59;Males;TT<0.01;114;0;0;0;3.3;;
AT;50-59;Females;TT<0.01;136;0;0;0;2.76;;
AT;50-59;Total;TT<0.01;250;0;0;0;1.5;;1
AT;Total;Males;TT<0.01;221;0;0;0;1.7;1;
AT;Total;Females;TT<0.01;279;0;0;0;1.35;1;
AT;Total;Total;TT<0.01;500;0;0;0;0.75;1;1
BE;40-49;Males;TT<0.01;98;0;0;0;3.83;;
BE;40-49;Females;TT<0.01;154;0;0;0;2.44;;
BE;40-49;Total;TT<0.01;252;0;0;0;1.49;;1
BE;50-59;Males;TT<0.01;106;0;0;0;3.54;;
BE;50-59;Females;TT<0.01;146;3;2.05;0.56;6.02;;
BE;50-59;Total;TT<0.01;252;3;1.19;0.33;3.49;;0.26598368431037755
BE;Total;Males;TT<0.01;204;0;0;0;1.84;1;
BE;Total;Females;TT<0.01;300;3;1;0.27;2.93;0.1140445781239478;
BE;Total;Total;TT<0.01;504;3;0.6;0.16;1.75;0.24850894632206755;0.275773927861403
DK;40-49;Males;TT<0.01;126;1;0.79;0.04;4.24;;
DK;40-49;Females;TT<0.01;123;0;0;0;3.05;;
DK;40-49;Total;TT<0.01;249;1;0.4;0.02;2.31;;1
DK;50-59;Males;TT<0.01;126;0;0;0;2.98;;
DK;50-59;Females;TT<0.01;116;0;0;0;3.24;;
DK;50-59;Total;TT<0.01;242;0;0;0;1.55;;1
DK;Total;Males;TT<0.01;252;1;0.4;0.02;2.28;1;
DK;Total;Females;TT<0.01;239;0;0;0;1.57;1;
DK;Total;Total;TT<0.01;491;1;0.2;0.01;1.17;1;1
FI;40-49;Males;TT<0.01;116;0;0;0;3.24;;
FI;40-49;Females;TT<0.01;134;0;0;0;2.8;;
FI;40-49;Total;TT<0.01;250;0;0;0;1.5;;1
FI;50-59;Males;TT<0.01;114;0;0;0;3.3;;
FI;50-59;Females;TT<0.01;136;0;0;0;2.76;;
FI;50-59;Total;TT<0.01;250;0;0;0;1.5;;1
FI;Total;Males;TT<0.01;230;0;0;0;1.64;1;
FI;Total;Females;TT<0.01;270;0;0;0;1.39;1;
FI;Total;Total;TT<0.01;500;0;0;0;0.75;1;1
FR;40-49;Males;TT<0.01;149;0;0;0;2.52;;
FR;40-49;Females;TT<0.01;150;0;0;0;2.51;;
FR;40-49;Total;TT<0.01;299;0;0;0;1.26;;1
FR;50-59;Males;TT<0.01;149;0;0;0;2.52;;
FR;50-59;Females;TT<0.01;149;0;0;0;2.52;;
FR;50-59;Total;TT<0.01;298;0;0;0;1.26;;1
FR;Total;Males;TT<0.01;298;0;0;0;1.26;1;
FR;Total;Females;TT<0.01;299;0;0;0;1.26;1;
FR;Total;Total;TT<0.01;597;0;0;0;0.63;1;1
GR;40-49;Males;TT<0.01;0;0;;;;;
GR;40-49;Females;TT<0.01;0;0;;;;;
GR;40-49;Total;TT<0.01;250;0;0;0;1.5;;
GR;50-59;Males;TT<0.01;0;0;;;;;
GR;50-59;Females;TT<0.01;0;0;;;;;
GR;50-59;Total;TT<0.01;250;12;4.8;2.71;8.33;;
GR;Total;Males;TT<0.01;0;0;;;;;
GR;Total;Females;TT<0.01;0;0;;;;;
GR;Total;Total;TT<0.01;501;12;2.4;1.34;4.16;4.265679963686578e-4;
HU;40-49;Males;TT<0.01;128;0;0;0;2.94;;
HU;40-49;Females;TT<0.01;132;0;0;0;2.85;;
HU;40-49;Total;TT<0.01;260;0;0;0;1.45;;1
HU;50-59;Males;TT<0.01;137;0;0;0;2.74;;
HU;50-59;Females;TT<0.01;136;0;0;0;2.76;;
HU;50-59;Total;TT<0.01;273;0;0;0;1.38;;1
HU;Total;Males;TT<0.01;265;0;0;0;1.42;1;
HU;Total;Females;TT<0.01;268;0;0;0;1.4;1;
HU;Total;Total;TT<0.01;533;0;0;0;0.71;1;1
IE;40-49;Males;TT<0.01;125;1;0.8;0.04;4.27;;
IE;40-49;Females;TT<0.01;125;0;0;0;3.01;;
IE;40-49;Total;TT<0.01;250;1;0.4;0.02;2.3;;1
IE;50-59;Males;TT<0.01;124;2;1.61;0.29;5.87;;
IE;50-59;Females;TT<0.01;124;3;2.42;0.66;7.09;;
IE;50-59;Total;TT<0.01;249;5;2.01;0.79;4.56;;1
IE;Total;Males;TT<0.01;249;3;1.2;0.33;3.53;0.6219696600165845;
IE;Total;Females;TT<0.01;249;3;1.2;0.33;3.53;0.12199404907077704;
IE;Total;Total;TT<0.01;499;6;1.2;0.52;2.58;0.12236979293627796;1
LV;40-49;Males;TT<0.01;132;0;0;0;2.85;;
LV;40-49;Females;TT<0.01;118;0;0;0;3.18;;
LV;40-49;Total;TT<0.01;250;0;0;0;1.5;;1
LV;50-59;Males;TT<0.01;124;0;0;0;3.03;;
LV;50-59;Females;TT<0.01;126;0;0;0;2.98;;
LV;50-59;Total;TT<0.01;250;0;0;0;1.5;;1
LV;Total;Males;TT<0.01;256;0;0;0;1.47;1;
LV;Total;Females;TT<0.01;244;0;0;0;1.54;1;
LV;Total;Total;TT<0.01;500;0;0;0;0.75;1;1
LT;40-49;Males;TT<0.01;116;1;0.86;0.04;4.61;;
LT;40-49;Females;TT<0.01;134;0;0;0;2.8;;
LT;40-49;Total;TT<0.01;250;1;0.4;0.02;2.3;;0.4639999999999999
LT;50-59;Males;TT<0.01;94;0;0;0;4;;
LT;50-59;Females;TT<0.01;156;2;1.28;0.23;4.67;;
LT;50-59;Total;TT<0.01;250;2;0.8;0.14;2.92;;0.5288674698795182
LT;Total;Males;TT<0.01;210;1;0.48;0.02;2.74;1;
LT;Total;Females;TT<0.01;290;2;0.69;0.12;2.51;0.5011573797876148;
LT;Total;Total;TT<0.01;500;3;0.6;0.16;1.76;1;1
NL;40-49;Males;TT<0.01;318;1;0.31;0.02;1.81;;
NL;40-49;Females;TT<0.01;512;3;0.59;0.16;1.72;;
NL;40-49;Total;TT<0.01;830;4;0.48;0.16;1.24;;1
NL;50-59;Males;TT<0.01;334;0;0;0;1.13;;
NL;50-59;Females;TT<0.01;480;1;0.21;0.01;1.2;;
NL;50-59;Total;TT<0.01;814;1;0.12;0.01;0.71;;1
NL;Total;Males;TT<0.01;652;1;0.15;0.01;0.88;0.48773006134969327;
NL;Total;Females;TT<0.01;992;4;0.4;0.14;1.04;0.6250252282402294;
NL;Total;Total;TT<0.01;1644;5;0.3;0.12;0.72;0.3743571828051987;0.6539139078738205
NO;40-49;Males;TT<0.01;0;0;;;;;
NO;40-49;Females;TT<0.01;0;0;;;;;
NO;40-49;Total;TT<0.01;251;0;0;0;1.5;;
NO;50-59;Males;TT<0.01;0;0;;;;;
NO;50-59;Females;TT<0.01;0;0;;;;;
NO;50-59;Total;TT<0.01;251;1;0.4;0.02;2.29;;
NO;Total;Males;TT<0.01;0;0;;;;;
NO;Total;Females;TT<0.01;0;0;;;;;
NO;Total;Total;TT<0.01;502;1;0.2;0.01;1.15;1;
PT;40-49;Males;TT<0.01;125;0;0;0;3.01;;
PT;40-49;Females;TT<0.01;125;0;0;0;3.01;;
PT;40-49;Total;TT<0.01;250;0;0;0;1.5;;1
PT;50-59;Males;TT<0.01;125;0;0;0;3.01;;
PT;50-59;Females;TT<0.01;125;0;0;0;3.01;;
PT;50-59;Total;TT<0.01;250;0;0;0;1.5;;1
PT;Total;Males;TT<0.01;250;0;0;0;1.5;1;
PT;Total;Females;TT<0.01;250;0;0;0;1.5;1;
PT;Total;Total;TT<0.01;500;0;0;0;0.75;1;1
RO;40-49;Males;TT<0.01;126;0;0;0;2.98;;
RO;40-49;Females;TT<0.01;126;0;0;0;2.98;;
RO;40-49;Total;TT<0.01;252;0;0;0;1.49;;1
RO;50-59;Males;TT<0.01;126;0;0;0;2.98;;
RO;50-59;Females;TT<0.01;126;1;0.79;0.04;4.24;;
RO;50-59;Total;TT<0.01;252;1;0.4;0.02;2.28;;1
RO;Total;Males;TT<0.01;252;0;0;0;1.49;1;
RO;Total;Females;TT<0.01;252;1;0.4;0.02;2.28;1;
RO;Total;Total;TT<0.01;504;1;0.2;0.01;1.14;1;1
SK;40-49;Males;TT<0.01;125;0;0;0;3.01;;
SK;40-49;Females;TT<0.01;125;0;0;0;3.01;;
SK;40-49;Total;TT<0.01;250;0;0;0;1.5;;1
SK;50-59;Males;TT<0.01;125;0;0;0;3.01;;
SK;50-59;Females;TT<0.01;125;1;0.8;0.04;4.27;;
SK;50-59;Total;TT<0.01;250;1;0.4;0.02;2.3;;1
SK;Total;Males;TT<0.01;250;0;0;0;1.5;1;
SK;Total;Females;TT<0.01;250;1;0.4;0.02;2.3;1;
SK;Total;Total;TT<0.01;500;1;0.2;0.01;1.15;1;1
SI;40-49;Males;TT<0.01;122;0;0;0;3.08;;
SI;40-49;Females;TT<0.01;141;0;0;0;2.67;;
SI;40-49;Total;TT<0.01;263;0;0;0;1.43;;1
SI;50-59;Males;TT<0.01;117;0;0;0;3.21;;
SI;50-59;Females;TT<0.01;144;0;0;0;2.61;;
SI;50-59;Total;TT<0.01;261;0;0;0;1.44;;1
SI;Total;Males;TT<0.01;239;0;0;0;1.57;1;
SI;Total;Females;TT<0.01;285;0;0;0;1.32;1;
SI;Total;Total;TT<0.01;524;0;0;0;0.72;1;1
SE;40-49;Males;TT<0.01;124;0;0;0;3.03;;
SE;40-49;Females;TT<0.01;129;0;0;0;2.91;;
SE;40-49;Total;TT<0.01;253;0;0;0;1.49;;1
SE;50-59;Males;TT<0.01;114;0;0;0;3.3;;
SE;50-59;Females;TT<0.01;137;1;0.73;0.04;3.9;;
SE;50-59;Total;TT<0.01;251;1;0.4;0.02;2.29;;1
SE;Total;Males;TT<0.01;238;0;0;0;1.58;1;
SE;Total;Females;TT<0.01;266;1;0.38;0.02;2.16;1;
SE;Total;Total;TT<0.01;504;1;0.2;0.01;1.14;0.49801587301587297;1
UK;40-49;Males;TT<0.01;131;1;0.76;0.04;4.08;;
UK;40-49;Females;TT<0.01;119;2;1.68;0.3;6.12;;
UK;40-49;Total;TT<0.01;250;3;1.2;0.33;3.52;;0.6061853867081228
UK;50-59;Males;TT<0.01;129;0;0;0;2.91;;
UK;50-59;Females;TT<0.01;118;1;0.85;0.04;4.53;;
UK;50-59;Total;TT<0.01;249;1;0.4;0.02;2.31;;0.4777327935222671
UK;Total;Males;TT<0.01;260;1;0.38;0.02;2.21;1;
UK;Total;Females;TT<0.01;237;3;1.27;0.35;3.71;1;
UK;Total;Total;TT<0.01;499;4;0.8;0.27;2.06;0.6234924577525272;0.3518692025590805
AT;40-49;Males;TT<0.1;107;2;1.87;0.33;6.8;;
AT;40-49;Females;TT<0.1;143;2;1.4;0.25;5.09;;
AT;40-49;Total;TT<0.1;250;4;1.6;0.55;4.12;;1
AT;50-59;Males;TT<0.1;114;0;0;0;3.3;;
AT;50-59;Females;TT<0.1;136;4;2.94;1.01;7.25;;
AT;50-59;Total;TT<0.1;250;4;1.6;0.55;4.12;;0.1278093814463811
AT;Total;Males;TT<0.1;221;2;0.9;0.16;3.3;0.23327848621966255;
AT;Total;Females;TT<0.1;279;6;2.15;0.94;4.6;0.43762894321965123;
AT;Total;Total;TT<0.1;500;8;1.6;0.75;3.16;1;0.4757335755617605
BE;40-49;Males;TT<0.1;98;4;4.08;1.41;10.06;;
BE;40-49;Females;TT<0.1;154;11;7.14;3.73;12.56;;
BE;40-49;Total;TT<0.1;252;15;5.95;3.49;9.66;;0.4173357706324291
BE;50-59;Males;TT<0.1;106;5;4.72;1.88;10.7;;
BE;50-59;Females;TT<0.1;146;17;11.64;7.09;18.06;;
BE;50-59;Total;TT<0.1;252;22;8.73;5.68;12.85;;0.07007917725236132
BE;Total;Males;TT<0.1;204;9;4.41;2.22;8.25;1;
BE;Total;Females;TT<0.1;300;28;9.33;6.45;13.13;0.23366395541446053;
BE;Total;Total;TT<0.1;504;37;7.34;5.33;9.99;0.30548360547112835;0.038236343927603354
DK;40-49;Males;TT<0.1;126;2;1.59;0.28;5.78;;
DK;40-49;Females;TT<0.1;123;8;6.5;3.05;12.48;;
DK;40-49;Total;TT<0.1;249;10;4.02;2.15;7.36;;0.0577249938921346
DK;50-59;Males;TT<0.1;126;3;2.38;0.65;6.98;;
DK;50-59;Females;TT<0.1;116;11;9.48;5.02;16.28;;
DK;50-59;Total;TT<0.1;242;14;5.79;3.41;9.45;;0.02535462446020282
DK;Total;Males;TT<0.1;252;5;1.98;0.78;4.51;1.0000000000000002;
DK;Total;Females;TT<0.1;239;19;7.95;4.95;12.08;0.4761109806735349;
DK;Total;Total;TT<0.1;491;24;4.89;3.22;7.2;0.4072129606134637;0.0027154746477925443
FI;40-49;Males;TT<0.1;116;0;0;0;3.24;;
FI;40-49;Females;TT<0.1;134;1;0.75;0.04;3.99;;
FI;40-49;Total;TT<0.1;250;1;0.4;0.02;2.3;;1
FI;50-59;Males;TT<0.1;114;1;0.88;0.04;4.69;;
FI;50-59;Females;TT<0.1;136;0;0;0;2.76;;
FI;50-59;Total;TT<0.1;250;1;0.4;0.02;2.3;;0.45599999999999996
FI;Total;Males;TT<0.1;230;1;0.43;0.02;2.5;0.4956521739130435;
FI;Total;Females;TT<0.1;270;1;0.37;0.02;2.13;0.49629629629629624;
FI;Total;Total;TT<0.1;500;2;0.4;0.07;1.46;0.9999999999999999;1
FR;40-49;Males;TT<0.1;149;3;2.01;0.55;5.9;;
FR;40-49;Females;TT<0.1;150;5;3.33;1.32;7.57;;
FR;40-49;Total;TT<0.1;299;8;2.68;1.26;5.29;;0.7228484185886205
FR;50-59;Males;TT<0.1;149;3;2.01;0.55;5.9;;
FR;50-59;Females;TT<0.1;149;7;4.7;2.23;9.31;;
FR;50-59;Total;TT<0.1;298;10;3.36;1.79;6.15;;0.33535070424871277
FR;Total;Males;TT<0.1;298;6;2.01;0.88;4.31;1;
FR;Total;Females;TT<0.1;299;12;4.01;2.26;6.97;0.5724305772673618;
FR;Total;Total;TT<0.1;597;18;3.02;1.89;4.75;0.6421841337898371;0.23069524693359827
GR;40-49;Males;TT<0.1;0;0;;;;;
GR;40-49;Females;TT<0.1;0;0;;;;;
GR;40-49;Total;TT<0.1;250;29;11.6;8.15;16.16;;
GR;50-59;Males;TT<0.1;0;0;;;;;
GR;50-59;Females;TT<0.1;0;0;;;;;
GR;50-59;Total;TT<0.1;250;78;31.2;25.59;37.19;;
GR;Total;Males;TT<0.1;0;0;;;;;
GR;Total;Females;TT<0.1;0;0;;;;;
GR;Total;Total;TT<0.1;501;107;21.36;17.94;25.23;1.1122896938777358e-7;
HU;40-49;Males;TT<0.1;128;2;1.56;0.28;5.69;;
HU;40-49;Females;TT<0.1;132;5;3.79;1.5;8.6;;
