Antigen;Country;Age_group;Sex;GMC;lower;upper;p_value_Age_group;p_value_Sex
PT;LV;50-59;Total;11.055361834106858;9.224511509600678;13.249593233833735;;0.11718682144426562
PT;LV;Total;Males;8.57922838233723;7.179956017897971;10.251199234762028;0.24480571568999127;
PT;LV;Total;Females;9.044495485234387;7.536665703264504;10.853990584588662;1.3331409160059903e-4;
PT;LV;Total;Total;8.803209842590794;7.743739122843206;10.007633560908708;4.888591315136553e-4;0.6846279295757398
PT;LT;40-49;Males;10.234130211650744;7.860527134180383;13.324478040866591;;
PT;LT;40-49;Females;10.872669389471353;8.505724891618689;13.898279236521413;;
PT;LT;40-49;Total;10.571578259922918;8.820846101341695;12.669789906965484;;0.7420361793950763
PT;LT;50-59;Males;16.057831920977403;11.97792208405265;21.527437246036722;;
PT;LT;50-59;Females;14.438833042011334;11.500355244869784;18.128126929651103;;
PT;LT;50-59;Total;15.027485042823292;12.538821507425983;18.010090228857244;;0.5745429079976606
PT;LT;Total;Males;12.520489970216232;10.285959690629774;15.240451431779547;0.02518901000267439;
PT;LT;Total;Females;12.665055198261136;10.71407898145676;14.971293701737471;0.09671931954860272;
PT;LT;Total;Total;12.604135598287826;11.087221557512878;14.328588398450238;0.007101540279106812;0.9305310939236838
PT;NL;40-49;Males;11.00393186646338;9.38281951765284;12.90513115955775;;
PT;NL;40-49;Females;8.905233865490992;7.854123088518086;10.097013925720196;;
PT;NL;40-49;Total;9.657310408703866;8.743848017453686;10.666201441733147;;0.040958415744820745
PT;NL;50-59;Males;13.160049104757471;11.264739611565066;15.374247289464527;;
PT;NL;50-59;Females;10.047584851194856;8.825211790860505;11.439267831114204;;
PT;NL;50-59;Total;11.224045155224125;10.152517915840317;12.40866459836067;;0.009013649364645793
PT;NL;Total;Males;12.060246750146856;10.787052600767652;13.483715807974926;0.11524768278245359;
PT;NL;Total;Females;9.440784423022981;8.624346709232926;10.334511531937318;0.19013714484321448;
PT;NL;Total;Total;10.403634100802092;9.693322327665687;11.165996429774875;0.03691740884426395;8.348580709600696e-4
PT;NO;40-49;Males;;;;;
PT;NO;40-49;Females;;;;;
PT;NO;40-49;Total;13.03463249289585;10.87992735569128;15.616064213515259;;
PT;NO;50-59;Males;;;;;
PT;NO;50-59;Females;;;;;
PT;NO;50-59;Total;16.87791437892955;14.087891043987103;20.22048530138658;;
PT;NO;Total;Males;;;;;
PT;NO;Total;Females;;;;;
PT;NO;Total;Total;14.832309704692268;13.050570353361342;16.857302418146443;0.04748964845123267;
PT;PT;40-49;Males;9.613055097355828;7.45529440917022;12.395329175884852;;
PT;PT;40-49;Females;4.9023915239990785;3.8019934089930434;6.321274149957893;;
PT;PT;40-49;Total;6.864907852914946;5.728027942622098;8.227431901709643;;2.421126395409539e-4
PT;PT;50-59;Males;9.576901461657872;7.427255872476072;12.348711715478895;;
PT;PT;50-59;Females;8.11883931266689;6.296472528626809;10.468647561824717;;
PT;PT;50-59;Total;8.817784533568773;7.35749368855056;10.567909042374211;;0.36781394836923287
PT;PT;Total;Males;9.59496125124353;8.01298563865741;11.48926075303564;0.9836082713303793;
PT;PT;Total;Females;6.308861151676168;5.268683476768917;7.55439745177815;0.0059577612072173585;
PT;PT;Total;Total;7.780313508452477;6.84394887554534;8.844788204965175;0.05531911819695359;0.0012616893239361584
PT;RO;40-49;Males;12.148106828828023;9.430851878512252;15.648268197368692;;
PT;RO;40-49;Females;8.106174098393403;6.2930074867275465;10.441757562191343;;
PT;RO;40-49;Total;9.923440377226141;8.286007540346015;11.884453211135975;;0.026803859923259274
PT;RO;50-59;Males;10.814260158253678;8.395356343604533;13.930108262704346;;
PT;RO;50-59;Females;10.94785497031261;8.499069037443844;14.102194948994782;;
PT;RO;50-59;Total;10.880852532030351;9.085440401567485;13.031063612872888;;0.9464111958006309
PT;RO;Total;Males;11.4617968782039;9.578885386482195;13.714830314453815;0.5243146891736525;
PT;RO;Total;Females;9.420468055957505;7.872900275054795;11.272239618543637;0.09996269063141494;
PT;RO;Total;Total;10.391125605774997;9.145210105485196;11.806780829478187;0.4789993070052617;0.12983458054167477
PT;SK;40-49;Males;10.219297002654713;7.925458351996545;13.177033628870063;;
PT;SK;40-49;Females;8.8713818148062;6.880098218071301;11.43899589941269;;
PT;SK;40-49;Total;9.521516979423735;7.944682795870536;11.41131596047826;;0.440559792920999
PT;SK;50-59;Males;8.902615835186353;6.90432140364111;11.47926987685039;;
PT;SK;50-59;Females;7.56002332500366;5.863089211212291;9.748095349683732;;
PT;SK;50-59;Total;8.203900497175459;6.845273424370692;9.832183346824193;;0.3727529633594394
PT;SK;Total;Males;9.538263747679999;7.96563617367198;11.421369660468367;0.4519996804826937;
PT;SK;Total;Females;8.189496531835662;6.839247848857025;9.80632007014583;0.38311783373810127;
PT;SK;Total;Total;8.838188608609729;7.774508176828394;10.047397996721276;0.2542011744312706;0.24087868800714693
PT;SI;40-49;Males;10.399782811336694;8.040416462257818;13.451477672911878;;
PT;SI;40-49;Females;10.311776271551032;8.116878372084505;13.100199978383497;;
PT;SI;40-49;Total;10.3525076067452;8.677286115705089;12.351144392224365;;0.9621914069072852
PT;SI;50-59;Males;10.960955789840163;8.428299315016327;14.254661271079677;;
PT;SI;50-59;Females;7.0839823254076615;5.590124481599706;8.977046173456142;;
PT;SI;50-59;Total;8.615045057129777;7.216103445137502;10.285190879073097;;0.015586249160116271
PT;SI;Total;Males;10.670815265897355;8.874998544450783;12.83000756209752;0.7793824578479003;
PT;SI;Total;Females;8.529965720081139;7.20544011417747;10.097969594195321;0.028859340512009155;
PT;SI;Total;Total;9.447215516795342;8.33496501391296;10.707889099930263;0.14994394010105477;0.07899787789367578
PT;SE;40-49;Males;12.291490495085517;9.522778060823137;15.865195810067883;;
PT;SE;40-49;Females;10.941766784776151;8.519534664347445;14.052676007463699;;
PT;SE;40-49;Total;11.583687185052039;9.67575382454549;13.867840297956514;;0.5235303044346817
PT;SE;50-59;Males;10.923743648012618;8.370884443877138;14.25514544938896;;
PT;SE;50-59;Females;8.216297439969553;6.445033656113588;10.474350829497126;;
PT;SE;50-59;Total;9.350966683368545;7.805194222084007;11.202870220200834;;0.12126857239464098
PT;SE;Total;Males;11.616207181603448;9.657552680131797;13.97209766854661;0.530625854694367;
